SUPPLEMENT HISTORY TABLE
The table below allows users of this Code to quickly and accurately determine what ordinances have been considered for codification in each supplement. Ordinances that are of a general and permanent nature are codified in the Code and are considered "Included." Ordinances that are not of a general and permanent nature are not codified in the Code and are considered "Omitted."
By adding to this table with each supplement, users of this Code of Ordinances will be able to gain a more complete picture of the Code's historical evolution.
EXPAND
Ord. No. Date
Adopted Included/
Omitted Supp. No.
1160 11-15-2018 Included 44
1161 12-20-2018 Included 44
1162 12-20-2018 Included 44
1163 12-20-2018 Included 44
1164 12-20-2018 Included 44
1165 12-20-2018 Omitted 44
1166  1-17-2019 Included 44
1167  1-17-2019 Included 44
1168  3-21-2019 Included 44
1171  8- 1-2019 Included 45
1172  8-15-2019 Included 45
1173 10- 3-2019 Included 45
1174 10-17-2019 Included 45
1169  5- 2-2019 Included 46
1175 11- 7-2019 Included 46
1176  6-20-2019 Included 46
1177  2-20-2020 Included 46
Min. of 11-21-2019 Included 47
1178  7-16-2020 Included 47
1179  8- 6-2020 Included 47
1180  8- 6-2020 Included 47
1181  9- 3-2020 Included 47
1182 10- 1-2020 Included 47
1183  1- 7-2021 Included 48
1184  1-21-2021 Included 48
1185  2- 4-2021 Included 48
1186  2- 4-2021 Included 48
1187  2-18-2021 Included 48
1188  2-18-2021 Included 48
1189  2-18-2021 Included 48
1190  4- 1-2021 Included 48
1191  6-17-2021 Included 48
1192  6-17-2021 Included 49
1193  7-15-2021 Included 49
1194  9- 2-2021 Omitted 49
1195 12-16-2021 Included 49
1196  3- 3-2022 Included 49
1197  4- 7-2022 Included 49
1198 12- 2-2021 Included 49
1199  8-18-2022 Included 50
1200  9-15-2022 Included 50
1201  9-15-2022 Included 50
1202 10- 6-2022 Included 50
1203 10-20-2022 Included 51
1204  7-12-2022 Included 51
1205  2- 2-2023 Included 51
1207  2-16-2023 Included 51
1208  4-20-2023 Included 51
1206  6- 1-2023 Included 52
1209  5-18-2023 Included 52
1210  6-15-2023 Included 52
1211  7-13-2023 Included 52
