SUPPLEMENT HISTORY TABLE
modified
The table below allows users of this Code to quickly and accurately determine what ordinances have been considered for codification in each supplement. Ordinances that are of a general and permanent nature are codified in the Code and are considered "Includes." Ordinances that are not of a general and permanent nature are not codified in the Code and are considered "Omits."
In addition, by adding to this table with each supplement, users of this Code of Ordinances will be able to gain a more complete picture of the Code's historical evolution.
EXPAND
Ord. No. Date
Adopted Include/
Omit Supp. No.
R-06-17  3- 2-2017 Omit 1
04-06-17  4- 6-2017 Include 1
R-07-17  4- 6-2017 Omit 1
R-08-17  4- 6-2017 Omit 1
R-09-17  5- 4-2017 Omit 1
R-10-17  6- 1-2017 Omit 1
R-11-17  6- 1-2017 Omit 1
R-12-17  6- 1-2017 Omit 1
R-13-17  6- 1-2017 Omit 1
R-14-17  6-22-2017 Omit 1
R-15-17  7- 6-2017 Omit 1
R-16-17  7- 6-2017 Omit 1
R-17-17  7- 6-2017 Omit 1
R-18-17  8- 3-2017 Omit 1
R-19-17  8- 3-2017 Omit 1
R-20-17  8- 3-2017 Omit 1
R-21-17  8- 3-2017 Omit 1
R-22-17  7-27-2017 Omit 1
R-23-17  8-10-2017 Omit 1
R-24-17  9- 7-2017 Omit 1
R-25-17 10- 5-2017 Omit 1
R-26-17 11- 2-2017 Omit 1
R-27-17 11- 2-2017 Omit 1
R-28-17 11- 2-2017 Omit 1
R-29-17 11- 2-2017 Omit 1
12-07-17 12- 7-2017 Include 1
R-30-17 12- 7-2017 Omit 1
R-31-17 12- 7-2017 Omit 1
R-32-17 12- 7-2017 Omit 1
R-33-17 12- 7-2017 Omit 1
R-34-17 12- 7-2017 Omit 1
R-35-17 12- 7-2017 Omit 1
R-36-17 12- 7-2017 Omit 1
R-05-18  1- 4-2018 Omit 2
R-06-18  2- 1-2018 Omit 2
R-08-18  1- 4-2018 Omit 2
05-03-18  5- 3-2018 Include 2
R-24-18  6- 7-2018 Omit 2
R-25-18  6- 7-2018 Omit 2
06-07-18  6-14-2018 Include 2
06-14-18  6-14-2018 Include 2
06-21-18  6-14-2018 Include 2
07-05-18  7- 5-2018 Include 2
R-35-18  9- 6-2018 Omit 2
R-36-18  9- 6-2018 Omit 2
R-55-18 12- 6-2018 Omit 2
R-57-18 12- 6-2018 Omit 2
R-05-19  1-30-2019 Omit 2
R-09-19  3- 7-2019 Omit 2
R-10-19  3- 7-2019 Omit 2
R-11-19  3- 7-2019 Omit 2
R-19-19  3- 7-2019 Omit 2
04-04-19  4- 4-2019 Include 2
R-24-19  5- 2-2019 Omit 2
SB 244  5- 6-2019 Include 2
R-25-19  6- 6-2019 Omit 2
R-33-19  8- 1-2019 Omit 2
R-37-19  8-21-2019 Omit 2
R-40-19  9- 5-2019 Omit 2
R-45-19  9- 5-2019 Omit 2
R-46-19  9- 5-2019 Omit 2
R-47-19 11- 7-2019 Omit 2
R-48-19 11- 7-2019 Omit 2
R-58-19 12- 5-2019 Omit 2
R-09-20  2- 6-2020 Omit 2
R-10-20  2- 6-2020 Omit 2
R-11-20  2- 6-2020 Omit 2
03-05-20  3- 5-2020 Include 2
R-13-20  3- 5-2020 Omit 2
R-14-20  3- 5-2020 Omit 2
HB 1154  6-30-2020 Include 2
07-02-20  8- 6-2020 Include 2
08-06-20  8- 6-2020 Include 2
11-05-20 11- 5-2020 Include 2
