SUPPLEMENT HISTORY TABLE
The table below allows users of this Code to quickly and accurately determine what ordinances have been considered for codification in each supplement. Ordinances that are of a general and permanent nature are codified in the Code Book and are considered "Includes." Ordinances that are not of a general and permanent nature are not codified in the Code Book and are considered "Omits."
In addition, by adding to this table with each supplement, users of this Code of Ordinances will be able to gain a more complete picture of the Code's historical evolution.
EXPAND
Ord. No. Date
Adopted Include/
Omit Supp. No.
2018-17  2-20-18 Include 85
2018-23  3-20-18 Include 85
2018-25  3-20-18 Include 85
2018-33  4-17-18 Include 85
2018-65  6-19-18 Include 86
2018-67  8-21-18 Omit 86
2018-87  9- 4-18 Omit 86
2018-97 10-16-18 Include 86
2018-103 10- 2-18 Include 86
2018-111 11- 6-18 Include 87
2018-125 12-18-18 Include 87
2018-129 12-18-18 Include 87
2018-130 12-18-18 Include 87
2019-8  1- 2-19 Include 87
2019-9  2- 5-19 Include 87
2019-11  1- 2-19 Include 87
2019-12  1- 2-19 Include 87
2019-19  1- 2-19 Include 87
2019-22  2- 5-19 Include 87
2019-24  2-19-19 Include 87
2019-32  3-19-19 Include 87
2019-37  3-19-19 Include 88
2019-38  3-19-19 Include 88
2019-41  4- 2-19 Include 88
2019-42  4- 2-19 Include 88
2019-43  4- 2-19 Include 88
2019-49  5- 7-19 Include 88
2019-50  5- 7-19 Include 88
2019-51  5- 7-19 Include 88
2019-76  7- 2-19 Include 88
2019-78  7- 2-19 Include 88
2019-81  7- 2-19 Omit 88
2019-86  8- 6-19 Include 89
2019-87  8- 6-19 Omit 89
2019-97  8-20-19 Include 89
2019-102  8-20-19 Include 89
2019-111  9-17-19 Include 89
2019-143 11-19-19 Include 90
2019-148 11-19-19 Include 90
2020-22  2- 4-20 Include 90
2020-31  2-18-20 Include 91
2020-91  6- 2-20 Include 91
2020-119  7- 7-20 Include 91
2020-134  7-21-20 Include 91
2020-142  8- 4-20 Include 91
Mins. of 9-15-20  9-15-20 Include 92
2020-236(Res.) 12- 1-20 Omit 92
2021-22  1-19-21 Include 92
2121-32  2- 2-21 Include 92
2021-50  3- 2-21 Include 93
2021-55  3-16-21 Include 93
2021-56  3-16-21 Include 93
2021-67  4- 6-21 Include 93
2021-97  5- 4-21 Omit 93
2021-98  5- 4-21 Omit 93
2021-121  6-15-21 Include 93
2021-122  6-15-21 Omit 93
2021-138  7- 6-21 Include 93
2021-145  7- 6-21 Include 93
2021-196  9-21-21 Include 94
2021-226 11- 2-21 Include 94
2021-241 11-16-21 Include 94
2021-244 11-16-21 Include 94
2021-245 11-16-21 Include 94
2021-248 11-16-21 Include 94
2021-264 12- 7-21 Include 94
2021-265 12- 7-21 Include 94
2018-96  9- 4-18 Include 95
2020-219 11- 3-20 Include 95
2020-235 12- 1-20 Include 95
2021-48  2-16-21 Include 95
2021-273 12-21-21 Include 95
2022-20  2-15-22 Include 95
2022-28  2-15-22 Include 95
2022-34  2-15-22 Include 95
2020-48  3-17-20 Include 96
2021-153  7- 6-21 Include 96
2022-133  6-21-22 Include 96
2022-134  6-21-22 Include 96
2022-135(Res.)  6-21-22 Omit 96
2022-147  7- 5-22 Include 96
2022-172  8- 2-22 Include 96
2022-127  6-21-22 Include 97
2022-174  8-16-22 Include 97
2022-175  8-16-22 Include 97
2022-176  8-16-22 Include 97
2022-194  9- 6-22 Include 97
2022-211 10- 4-22 Include 98
2022-223 10-18-22 Include 98
2022-238 10-18-22 Include 98
2022-247 11- 1-22 Include 98
2022-252 11-15-22 Include 98
2022-266 12- 6-22 Include 98
2022-277 12-20-22 Include 98
2022-278 12-20-22 Include 98
2022-279 12-20-22 Include 98
2023-15  1-17-23 Include 98
2023-16  1-17-23 Include 98
2020-148  8- 4-20 Include 99
2023-85  4-18-22 Include 99
2023-88  6-20-23 Omit 99
2023-156  7-18-23 Omit 99
