SUPPLEMENT HISTORY TABLE
The table below allows users of this Code to quickly and accurately determine what ordinances have been considered for codification in each supplement. Ordinances that are of a general and permanent nature are codified in the Code Book and are considered "Includes." Ordinances that are not of a general and permanent nature are not codified in the Code Book and are considered "Omits."
In addition, by adding to this table with each supplement, users of this Code of Ordinances will be able to gain a more complete picture of the Code's historical evolution.
EXPAND
Ord. No. Date
Adopted Include/
Omit Supp. No.
14-42  8-26-14 Include 36
14-45  8-26-14 Include 36
14-61 11- 4-14 Include 37
14-65 12- 9-14 Include 37
15-5  2-10-15 Include 38
15-6  2-10-15 Include 38
15-8  3-31-15 Include 38
15-15  5-12-15 Include 39
15-16  5-12-15 Include 39
15-21  5-26-15 Include 39
15-30  6-16-15 Include 39
15-33  6-23-15 Include 39
15-34  6-23-15 Include 39
15-35  8-11-15 Include 40
15-43  9- 8-15 Include 40
15-44  9- 8-15 Omit 40
15-50 10-13-15 Include 40
15-51 10-27-15 Include 40
15-52 10-27-15 Include 40
15-53 10-27-15 Include 40
15-55 11-17-15 Include 41
15-56 11-17-15 Omit 41
15-57 11-17-15 Omit 41
15-58 11-17-15 Omit 41
15-59 12- 8-15 Include 41
15-60 12-15-15 Omit 41
15-61 12-15-15 Omit 41
16-1  1-26-16 Omit 41
16-2  1-26-16 Omit 41
9-33  6- 9-09 Include 42
16-3  3- 8-16 Omit 42
16-4  3-22-16 Omit 42
16-5  3-22-16 Omit 42
16-6  3-22-16 Omit 42
16-8  4-26-16 Include 42
16-9  4-26-16 Omit 42
16-10  4-26-16 Include 42
16-16  6-14-16 Include 42
16-23  6-14-16 Include 42
12-27  6-26-12 Omit 43
16-24  6-14-16 Include 43
16-25  6-14-16 Include 43
16-31  7-26-16 Include 43
16-43 11- 8-16 Include 43
16-27  6-21-16 Omit 44
16-44 11- 8-16 Omit 44
16-47 11-15-16 Omit 44
16-49 12- 6-16 Include 44
16-50 12- 6-16 Include 44
16-52 12- 6-16 Omit 44
17-4  1-24-17 Omit 44
17-6  1-31-17 Include 44
17-14  3-28-17 Include 44
17-14(2)  3-28-17 Include 45
17-18  4-25-17 Include 45
17-19  5- 9-17 Include 45
17-20  5- 9-17 Include 45
17-26  6-13-17 Include 45
17-32  6-13-17 Include 45
17-38  6-20-17 Omit 46
17-48  7-25-17 Include 46
17-50  8- 8-17 Include 46
17-52  8-29-17 Include 46
17-13  3-14-17 Include 47
17-53  9-12-17 Omit 47
17-56 10-31-17 Include 47
17-57 10-31-17 Include 47
13-36  6-25-13 Include 48
18-4  1-23-18 Include 48
18-6  2-27-18 Include 48
18-9  3-27-18 Include 48
18-10  3-27-18 Include 48
16-53 12-13-16 Include 49
18-11  4-10-18 Include 49
18-18  5-29-18 Include 49
18-23  6-12-18 Include 49
18-24  6-12-18 Include 49
18-29  6-12-18 Include 49
18-30  6-12-18 Include 49
18-32  6-12-18 Include 49
18-33  6-12-18 Include 49
18-38  7-31-18 Include 49
18-39  7-31-18 Include 49
18-45 10- 9-18 Include 50
18-49 10-23-18 Include 51
19-001  1- 8-19 Include 51
19-005  2-26-19 Include 51
19-008  2-26-19 Include 51
19-009  2-26-19 Omit 51
19-011  3-26-19 Include 51
19-012  3-26-19 Include 51
19-013  3-26-19 Include 51
19-017  4- 9-19 Include 52
19-018  4- 9-19 Omit 52
19-019  4- 9-19 Include 52
19-020  4- 9-19 Omit 52
19-023  4-23-19 Include 52
19-026  5-28-19 Include 52
19-029  6-11-19 Include 52
18-31  6-12-18 Include 53
19-037  7-23-19 Include 53
19-039  7-23-19 Include 53
19-040  7-30-19 Include 53
19-043  8-27-19 Omit 53
19-046  9-24-19 Include 53
19-061 11-12-19 Include 54
19-062 11-12-19 Include 54
19-066 12-10-19 Include 54
19-067 12-10-19 Include 54
18-54 12-11-18 Include 55
00-106 12-12-00 Omit 55
01-29  3-20-01 Omit 55
08-69 12- 9-08 Omit 55
14-48  9- 9-14 Omit 55
16-29  7-26-16 Include 55
20-024  6-16-20 Include 56
20-029  6-23-20 Include 56
20-030  6-23-20 Include 56
20-032  7-14-20 Include 56
20-038  8-11-20 Include 56
20-050 11-17-20 Include 56
20-053 11-17-20 Include 56
20-054 11-17-20 Omit 56
20-058 12-15-20 Include 57
20-059 12-15-20 Include 57
20-061 12-15-20 Include 57
20-062 12-15-20 Include 57
17-10  3-14-17 Include 58
21-010  3- 9-21 Include 58
21-017  3-30-21 Include 58
21-020  4-27-21 Include 59
21-023  5-25-21 Include 59
21-026  6- 8-21 Include 59
21-027  6- 8-21 Include 59
21-050  8-31-21 Include 60
17-43  7-11-17 Include 60
21-041  6-22-21 Include 60
21-057 10-26-21 Include 60
21-059 11- 9-21 Include 61
21-061 11-16-21 Include 61
21-063 12-14-21 Include 61
21-064 12-14-21 Include 61
21-065 12-14-21 Include 61
22-003  1-11-22 Include 62
22-016  3-22-22 Include 62
22-024  5-10-22 Include 63
22-036  6-28-22 Include 63
22-041  8- 9-22 Include 64
22-044  8-30-22 Include 64
22-053 10-25-22 Include 64
22-056 11- 8-22 Include 65
22-057 11- 8-22 Include 65
HB 1418  4-18-22 Include 66
Ref. of 11- 8-22 Include 66
22-060 12-13-22 Include 66
22-061 12-13-22 Include 66
23-007  1-31-23 Include 66
23-008  1-31-23 Include 66
23-013  2-28-23 Include 66
23-018  4-11-23 Include 66
23-024  5-23-23 Include 67
23-026  5-23-23 Include 67
23-037  6-20-23 Include 67
23-043  6-27-23 Include 67
23-044  6-27-23 Include 67
23-047  7-25-23 Include 67
