Word_1,Word_2,Word_1_2,n-dimensional Euclidean distance
75,systems,75_systems,1.2495259234089997
75,prerequisites,75_prerequisites,1.3468276619301445
75,apply,75_apply,1.3060723523991398
75,exempt,75_exempt,1.34621477080916
75,maximum,75_maximum,1.117984611144529
75,Guidelines,75_Guidelines,1.2772947011248346
75,-14(17-O-1157,75_-14(17-O-1157,1.2820469851933294
75,infrastructure,75_infrastructure,1.3403309065608875
75,ensure,75_ensure,1.3210618766575677
75,consistent,75_consistent,1.2983226556695946
75,review,75_review,1.2543707494760885
75,guidelines,75_guidelines,1.2895147534297589
75,requirement,75_requirement,1.2271242653796572
75,procurement,75_procurement,1.3447132871527028
75,RFP,75_RFP,1.2870037259473575
75,proposal,75_proposal,1.3233954885372419
75,6,75_6,1.0515102049947211
75,sponsoring,75_sponsoring,1.3519649670816996
75,department,75_department,1.3436396283400363
75,process,75_process,1.2741288891278186
75,CIP,75_CIP,1.287364470151049
75,CDP,75_CDP,1.296752401905374
75,training,75_training,1.3140444608848563
75,available,75_available,1.3085038626782974
75,office,75_office,1.2897322046349522
75,managed,75_managed,1.279124195456857
75,renovating,75_renovating,1.2616856806889392
75,(s,75_(s,1.3600746817838096
75,designee,75_designee,1.3126054164373775
75,commissioners,75_commissioners,1.3464051208734205
75,responsibilities,75_responsibilities,1.3115969195974702
75,3,75_3,1.1371371887245318
75,Maintenance,75_Maintenance,1.3076797867763015
75,Buildings,75_Buildings,1.3374688500528977
75,Existing,75_Existing,1.3172449883877866
75,Ordinances,75_Ordinances,1.3565381619374854
75,III,75_III,1.3133550609860494
75,Code,75_Code,1.2656035707139854
75,Development,75_Development,1.3248193111891127
75,Land,75_Land,1.321841288352912
75,J,75_J,1.3231575655234018
75,Article,75_Article,1.3505544233972189
75,8,75_8,1.060162055303024
75,requirements,75_requirements,1.2616797442577425
75,commissioning,75_commissioning,1.330484914967561
75,comply,75_comply,1.3873905038859846
75,(d),75_(d),1.3215141801134676
75,Certification,75_Certification,1.2705387018121834
75,Silver,75_Silver,1.210743430907576
75,required,75_required,1.2381690267441223
75,teams,75_teams,1.248964042518789
75,article,75_article,1.3367558359700775
75,c),75_c),1.3245289851194375
75,standards,75_standards,1.2867602284724957
75,space,75_space,1.2935015149633438
75,occupied,75_occupied,1.230405400957616
75,feet,75_feet,1.2329408732573957
75,gross,75_gross,1.3144540910165623
75,"5,000","75_5,000",1.1131512608374283
75,square,75_square,1.2017543860082882
75,(a),75_(a),1.3360521701132404
75,property,75_property,1.3349463788033344
75,improvement,75_improvement,1.303780705625302
75,repair,75_repair,1.3045035116023904
75,commercial,75_commercial,1.3356704523430152
75,new,75_new,1.2647070082778533
75,designed,75_designed,1.311867299156828
75,existing,75_existing,1.3439047308165686
75,USGBC,75_USGBC,1.3137434484308015
75,rating,75_rating,1.1731617495173332
75,market,75_market,1.2659736612002086
75,based,75_based,1.304673272411131
75,Design,75_Design,1.303282572792765
75,Environmental,75_Environmental,1.299376340251322
75,Energy,75_Energy,1.2926341286819112
75,TM,75_TM,1.3283514219071644
75,LEED,75_LEED,1.3389099996428775
75,achieve,75_achieve,1.3150648998719818
75,value,75_value,1.1540475018440206
75,maintenance,75_maintenance,1.3224691475962633
75,facility,75_facility,1.3401052586566868
75,program,75_program,1.3208772036310965
75,analysis,75_analysis,1.3352687052396952
75,Life,75_Life,1.2795092140537403
75,management,75_management,1.3136760918309556
75,indoor,75_indoor,1.3115454853697772
75,water,75_water,1.3064059342962542
75,use,75_use,1.2515643549093256
75,following,75_following,1.3387970378982397
75,encompasses,75_encompasses,1.3158362827854806
75,project,75_project,1.3141303614879567
75,looks,75_looks,1.2726164316807005
75,built,75_built,1.2723083371742037
75,operation,75_operation,1.3179607285542176
75,quality,75_quality,1.3262983116326554
75,promote,75_promote,1.3358412081658777
75,materials,75_materials,1.337071721002209
75,means,75_means,1.2951568004604448
75,Sustainable,75_Sustainable,1.2986657691980987
75,buildings,75_buildings,1.3383676373485398
75,owned,75_owned,1.2676062641873318
75,managing,75_managing,1.3270160317367328
75,constructing,75_constructing,1.3201716658084226
75,developing,75_developing,1.3373901827970083
75,designing,75_designing,1.326837272831628
75,planning,75_planning,1.283481402765088
75,financing,75_financing,1.3121113700035791
75,responsible,75_responsible,1.2880162246354354
75,contractors,75_contractors,1.3686455278627623
75,offices,75_offices,1.3142139584059804
75,departments,75_departments,1.3721693787019837
75,17,75_17,0.9994778715712731
75,community,75_community,1.310930517596191
75,resources,75_resources,1.3595759222159831
75,goals,75_goals,1.2930430101539945
75,social,75_social,1.2971948618317277
75,economic,75_economic,1.2923017952844011
75,Reserved,75_Reserved,1.2240388031383256
75,Secs,75_Secs,1.3004441040558847
75,7-26-17,75_7-26-17,1.2519981225276824
75,-42(17-O-1218,75_-42(17-O-1218,1.2717083915703962
75,2017,75_2017,1.280922499670214
75,12-9-03,75_12-9-03,1.362755688836642
75,energy,75_energy,1.2927365380957712
75,stormwater,75_stormwater,1.3282249416899041
75,include,75_include,1.3708235483538183
75,environmental,75_environmental,1.3179782169901484
75,basis,75_basis,1.307550078431834
75,addition,75_addition,1.153224167158542
75,b),75_b),1.3622606773900459
75,costs,75_costs,1.2868512944047852
75,reduced,75_reduced,1.2700779272961167
75,performance,75_performance,1.3169183127386486
75,cycle,75_cycle,1.2984083716627477
75,life,75_life,1.2909331217102658
75,taxpayers,75_taxpayers,1.3666248447474987
75,savings,75_savings,1.3146389211105012
75,cost,75_cost,1.271175039477078
75,yield,75_yield,1.2913308631357745
75,policy,75_policy,1.3671174442516365
75,development,75_development,1.3436628940392317
75,guidance,75_guidance,1.3344976620295328
75,provide,75_provide,1.3559880613911337
75,19,75_19,1.0856186075817622
75,section,75_section,1.3071667661111215
75,minimum,75_minimum,1.1628907452706247
75,possible,75_possible,1.3283252362337579
75,extent,75_extent,1.3434568152456836
75,projects,75_projects,1.3349631719994437
75,funded,75_funded,1.3493771676995738
75,facilities,75_facilities,1.334086346389415
75,city,75_city,1.2134117311664083
75,operations,75_operations,1.3507792890183263
75,construction,75_construction,1.3212158399117475
75,design,75_design,1.3144347559622556
75,practices,75_practices,1.298552926708121
75,building,75_building,1.28349218152081
75,sustainable,75_sustainable,1.2992380356006101
75,green,75_green,1.1694157586033422
75,shall,75_shall,1.3645021468601526
75,Atlanta,75_Atlanta,1.2993867809298127
75,City,75_City,1.2696538385617702
75,a),75_a),1.3464286270488328
75,Policy,75_Policy,1.344276604331377
75,Sec,75_Sec,1.2935706598796877
75,27,75_27,0.9879958096312071
75,subject,75_subject,1.3027671878242735
75,set,75_set,1.2243789722379117
75,9,75_9,1.0986555454015248
75,approved,75_approved,1.3233274180253278
75,Exh,75_Exh,1.3552394833567611
75,2,75_2,1.0974024357671497
75,§,75_§,1.3170642984311882
75,108,75_108,0.9999154865673459
75,2003,75_2003,1.2866895701909975
75,Ord,75_Ord,1.328657834899634
75,'s,75_'s,1.3445165160249049
75,---,75_---,1.3177407898856317
75,1,75_1,1.0878739059944573
1,regulations,1_regulations,1.3341044019045103
1,administrative,1_administrative,1.3143567566404035
1,compostable,1_compostable,1.3449249619908474
1,contained,1_contained,1.300582434961248
1,prohibition,1_prohibition,1.3088641774429812
1,flexible,1_flexible,1.327437413106572
1,straws,1_straws,1.3443252250057927
1,plastic,1_plastic,1.2996905676628268
1,pursuant,1_pursuant,1.2796246702438119
1,public,1_public,1.2634694082014393
1,serviceware,1_serviceware,1.3792022085810556
1,single,1_single,1.0318253468558871
1,non-compostable,1_non-compostable,1.3815011445928191
1,ETS,1_ETS,1.3075110938504682
1,air,1_air,1.3192765065926848
1,occupants,1_occupants,1.2975564222218807
1,respective,1_respective,1.3190002737405724
1,Establish,1_Establish,1.300717373925863
1,Minimum,1_Minimum,1.152451020126273
1,systems,1_systems,1.2316471728856244
1,prerequisites,1_prerequisites,1.35252289596851
1,apply,1_apply,1.305949361370358
1,exempt,1_exempt,1.3068456168302518
1,maximum,1_maximum,1.1716139581861413
1,Guidelines,1_Guidelines,1.254830924513184
1,-14(17-O-1157,1_-14(17-O-1157,1.2111382848614272
1,infrastructure,1_infrastructure,1.3164653972679174
1,ensure,1_ensure,1.3220169308701581
1,consistent,1_consistent,1.2904894322663376
1,review,1_review,1.2759221961423135
1,guidelines,1_guidelines,1.2556288231819184
1,requirement,1_requirement,1.2648153082412636
1,procurement,1_procurement,1.3136536399542242
1,RFP,1_RFP,1.3044291080441166
1,proposal,1_proposal,1.2868219176168505
1,6,1_6,0.8290831044837785
1,sponsoring,1_sponsoring,1.3201695249286263
1,department,1_department,1.2989813617035357
1,process,1_process,1.2619695274893454
1,CIP,1_CIP,1.3216350084249322
1,CDP,1_CDP,1.3509728695694545
1,training,1_training,1.331515846248322
1,available,1_available,1.2632700458648753
1,office,1_office,1.2938077842987432
1,managed,1_managed,1.285978467201739
1,renovating,1_renovating,1.2965553607778983
1,(s,1_(s,1.3177686886559934
1,designee,1_designee,1.3277394971347514
1,commissioners,1_commissioners,1.3328818093591448
1,responsibilities,1_responsibilities,1.3078006396096906
1,3,1_3,0.730692659932905
1,Maintenance,1_Maintenance,1.2792775856653515
1,Buildings,1_Buildings,1.3110297927621724
1,Existing,1_Existing,1.257825821901448
1,Ordinances,1_Ordinances,1.3192297588582993
1,III,1_III,1.1026196862219815
1,Code,1_Code,1.2111703425096234
1,Development,1_Development,1.2759305587708538
1,Land,1_Land,1.3264283532418095
1,J,1_J,1.304924702725725
1,Article,1_Article,1.3379135707743957
1,8,1_8,0.9046127205696443
1,requirements,1_requirements,1.2943182122550434
1,commissioning,1_commissioning,1.2990659246078073
1,comply,1_comply,1.3631827192097121
1,(d),1_(d),1.2695889307067447
1,Certification,1_Certification,1.2601684583380441
1,Silver,1_Silver,1.272095380165903
1,required,1_required,1.2311692469415598
1,teams,1_teams,1.26383858445664
1,article,1_article,1.3161296923977504
1,c),1_c),1.2532918508956608
1,standards,1_standards,1.2770557042129547
1,space,1_space,1.27370963970677
1,occupied,1_occupied,1.1432798372049633
1,feet,1_feet,1.2007657799487983
1,gross,1_gross,1.31618216908603
1,"5,000","1_5,000",1.0260642608896395
1,square,1_square,1.1856985029268297
1,(a),1_(a),1.264544332962311
1,property,1_property,1.297864264926811
1,improvement,1_improvement,1.2554828031804852
1,repair,1_repair,1.2941216804977531
1,commercial,1_commercial,1.3025832156250892
1,new,1_new,1.3136988292394547
1,designed,1_designed,1.3174691071980453
1,existing,1_existing,1.2666728781305996
1,USGBC,1_USGBC,1.319336786058884
1,rating,1_rating,1.1909082398987694
1,market,1_market,1.278433651700522
1,based,1_based,1.2903045297085496
1,Design,1_Design,1.3053944412136
1,Environmental,1_Environmental,1.3216281171488249
1,Energy,1_Energy,1.2834051060454947
1,TM,1_TM,1.3107232752693574
1,LEED,1_LEED,1.2650769233230779
1,achieve,1_achieve,1.2661881992289352
1,value,1_value,1.0840807588532333
1,maintenance,1_maintenance,1.2864857545363564
1,facility,1_facility,1.289703592841377
1,program,1_program,1.2844168991828098
1,analysis,1_analysis,1.2628471563121582
1,Life,1_Life,1.2304994476430962
1,management,1_management,1.3181120759168823
1,indoor,1_indoor,1.3016132211744047
1,water,1_water,1.2878111486715258
1,use,1_use,1.2309168924671392
1,following,1_following,1.2794180697965944
1,encompasses,1_encompasses,1.3093217208414725
1,project,1_project,1.280240697977161
1,looks,1_looks,1.2395582936067662
1,built,1_built,1.2909321686242556
1,operation,1_operation,1.2699676252693
1,quality,1_quality,1.2549695774363023
1,promote,1_promote,1.2623322248123392
1,materials,1_materials,1.3311536830405122
1,means,1_means,1.2986819700643848
1,Sustainable,1_Sustainable,1.263155076615044
1,buildings,1_buildings,1.3175218189674391
1,owned,1_owned,1.2656115525452203
1,managing,1_managing,1.3168789700996144
1,constructing,1_constructing,1.2741461133759486
1,developing,1_developing,1.305682937950572
1,designing,1_designing,1.3335438321653288
1,planning,1_planning,1.2968747105684333
1,financing,1_financing,1.3061715086708745
1,responsible,1_responsible,1.3250047697773861
1,contractors,1_contractors,1.3571236995163016
1,offices,1_offices,1.2957646912845253
1,departments,1_departments,1.3144847323558295
1,17,1_17,1.0423465505406453
1,community,1_community,1.3181610599885771
1,resources,1_resources,1.3321845820238858
1,goals,1_goals,1.2417951508137215
1,social,1_social,1.3085483752296196
1,economic,1_economic,1.3009809120692402
1,Reserved,1_Reserved,1.2194140471002646
1,Secs,1_Secs,1.276710580243723
1,7-26-17,1_7-26-17,1.2472841529490657
1,-42(17-O-1218,1_-42(17-O-1218,1.1907727390376337
1,2017,1_2017,1.2438607643300041
1,12-9-03,1_12-9-03,1.3049541645507508
1,energy,1_energy,1.2757891423655712
1,stormwater,1_stormwater,1.2984977757026042
1,include,1_include,1.319810824629471
1,environmental,1_environmental,1.3047995194956534
1,basis,1_basis,1.3340909663751803
1,addition,1_addition,1.0983320262181735
1,b),1_b),1.2732840661832003
1,costs,1_costs,1.2607624078557889
1,reduced,1_reduced,1.26599244380135
1,performance,1_performance,1.266347017233017
1,cycle,1_cycle,1.2783802979925387
1,life,1_life,1.2356229191271926
1,taxpayers,1_taxpayers,1.325331733910343
1,savings,1_savings,1.2934009177915589
1,cost,1_cost,1.2804736064524525
1,yield,1_yield,1.2908005174432566
1,policy,1_policy,1.3351273197345541
1,development,1_development,1.2851952776397975
1,guidance,1_guidance,1.274077681402098
1,provide,1_provide,1.329379830349869
1,19,1_19,1.0936614431229925
1,section,1_section,1.3004504181829981
1,minimum,1_minimum,1.1535471669072417
1,possible,1_possible,1.3326133307938262
1,extent,1_extent,1.3318089616401787
1,projects,1_projects,1.3095780973845284
1,funded,1_funded,1.3072695654072062
1,facilities,1_facilities,1.2760978688663969
1,city,1_city,1.2367239710738058
1,operations,1_operations,1.241502920643084
1,construction,1_construction,1.308189055614268
1,design,1_design,1.3138581646451777
1,practices,1_practices,1.3030629173943897
1,building,1_building,1.2790403274909559
1,sustainable,1_sustainable,1.273028765909772
1,green,1_green,1.176604798631117
1,shall,1_shall,1.341962627906952
1,Atlanta,1_Atlanta,1.3222346023852627
1,City,1_City,1.2698929802441996
1,a),1_a),1.2576695583061874
1,Policy,1_Policy,1.3246337792269531
1,Sec,1_Sec,1.269802885108613
1,27,1_27,1.040345739659945
1,subject,1_subject,1.3011463296674515
1,set,1_set,1.2746730388953853
1,9,1_9,0.9270382940528108
1,approved,1_approved,1.3046882933999095
1,Exh,1_Exh,1.3302532048247295
1,2,1_2,0.5485253126441385
1,§,1_§,1.2062296695953119
1,108,1_108,1.0364267850446212
1,2003,1_2003,1.257749604218125
1,Ord,1_Ord,1.2900574327115406
1,'s,1_'s,1.259149587077238
1,---,1_---,1.3196128696879872
---,regulations,---_regulations,1.3525686750074928
---,administrative,---_administrative,1.3534460635946317
---,compostable,---_compostable,1.3754474403081256
---,contained,---_contained,1.3514920501993382
---,prohibition,---_prohibition,1.3487404610221565
---,flexible,---_flexible,1.3455585866698543
---,straws,---_straws,1.3142722020500053
---,plastic,---_plastic,1.3222697931790173
---,pursuant,---_pursuant,1.2971826944912104
---,public,---_public,1.3391130282812367
---,serviceware,---_serviceware,1.3446339770296107
---,single,---_single,1.3383489430424524
---,non-compostable,---_non-compostable,1.3914380899365053
---,ETS,---_ETS,1.3542754908422168
---,air,---_air,1.3279623627733241
---,occupants,---_occupants,1.3616124972273427
---,respective,---_respective,1.3107619647974842
---,Establish,---_Establish,1.3386396871765631
---,Minimum,---_Minimum,1.330232413417948
---,systems,---_systems,1.3303527023636312
---,prerequisites,---_prerequisites,1.335697865850574
---,apply,---_apply,1.336586625832384
---,exempt,---_exempt,1.3586497941792472
---,maximum,---_maximum,1.3404208986577713
---,Guidelines,---_Guidelines,1.318943806747027
---,-14(17-O-1157,---_-14(17-O-1157,1.185050148612337
---,infrastructure,---_infrastructure,1.3279181171475385
---,ensure,---_ensure,1.327910346256515
---,consistent,---_consistent,1.362500454376232
---,review,---_review,1.357685555275553
---,guidelines,---_guidelines,1.3128261109893187
---,requirement,---_requirement,1.311718186668753
---,procurement,---_procurement,1.34809240865866
---,RFP,---_RFP,1.3428739264907628
---,proposal,---_proposal,1.2968861086684398
---,6,---_6,1.3159975605360568
---,sponsoring,---_sponsoring,1.353518660127497
---,department,---_department,1.3313410331127826
---,process,---_process,1.3059201783197965
---,CIP,---_CIP,1.2914955004977395
---,CDP,---_CDP,1.3375306949878758
---,training,---_training,1.3394302672794243
---,available,---_available,1.3504586865988015
---,office,---_office,1.330211335357034
---,managed,---_managed,1.315484390673849
---,renovating,---_renovating,1.354249025657801
---,(s,---_(s,1.1808747552911987
---,designee,---_designee,1.3566288461327816
---,commissioners,---_commissioners,1.331099481392335
---,responsibilities,---_responsibilities,1.327490617224151
---,3,---_3,1.341053951559181
---,Maintenance,---_Maintenance,1.301898357781325
---,Buildings,---_Buildings,1.3560558033089871
---,Existing,---_Existing,1.3115619807175531
