Word_1,Word_2,Word_1_2,Cosine similarity
Chapter,process,Chapter_process,0.3408242166238352
Chapter,CIP,Chapter_CIP,0.2910691023819054
Chapter,CDP,Chapter_CDP,0.2910691023819054
Chapter,training,Chapter_training,0.19933326305280247
Chapter,available,Chapter_available,0.23777991520166653
Chapter,office,Chapter_office,0.15592892548708362
Chapter,managed,Chapter_managed,0.24235771956792357
Chapter,renovating,Chapter_renovating,0.28530619098136084
Chapter,(s,Chapter_(s,0.0
Chapter,designee,Chapter_designee,0.19260760351927894
Chapter,commissioners,Chapter_commissioners,0.13330747994173253
Chapter,responsibilities,Chapter_responsibilities,0.19793808353152137
Chapter,3,Chapter_3,0.0
Chapter,Maintenance,Chapter_Maintenance,0.3380947039048886
Chapter,Buildings,Chapter_Buildings,0.0
Chapter,Existing,Chapter_Existing,0.1375436045558623
Chapter,Ordinances,Chapter_Ordinances,0.28530619098136084
Chapter,III,Chapter_III,0.0
Chapter,Code,Chapter_Code,0.23790309463326234
Chapter,Development,Chapter_Development,0.31678765270886733
Chapter,Land,Chapter_Land,0.10599213135093251
Chapter,J,Chapter_J,0.0
Chapter,Article,Chapter_Article,0.5586177528223194
Chapter,8,Chapter_8,0.0
Chapter,requirements,Chapter_requirements,0.3574082050060468
Chapter,commissioning,Chapter_commissioning,0.03854966387223764
Chapter,comply,Chapter_comply,0.18443191662261307
Chapter,(d),Chapter_(d),0.0
Chapter,Certification,Chapter_Certification,0.3971739211768769
Chapter,Silver,Chapter_Silver,0.18443191662261307
Chapter,required,Chapter_required,0.2910691023819054
Chapter,teams,Chapter_teams,0.3446421410380548
Chapter,article,Chapter_article,0.5586177528223194
Chapter,c),Chapter_c),0.161713780662529
Chapter,standards,Chapter_standards,0.24844640021645958
Chapter,space,Chapter_space,0.5193879933129156
Chapter,occupied,Chapter_occupied,0.3249317266808787
Chapter,feet,Chapter_feet,0.32960336003563345
Chapter,gross,Chapter_gross,0.07780894359285004
Chapter,"5,000","Chapter_5,000",0.0
Chapter,square,Chapter_square,0.3041257418754935
Chapter,(a),Chapter_(a),0.12536693798731732
Chapter,property,Chapter_property,0.5098785552331823
Chapter,improvement,Chapter_improvement,0.3323458151044595
Chapter,repair,Chapter_repair,0.5297337948384737
Chapter,commercial,Chapter_commercial,0.3477492453816745
Chapter,new,Chapter_new,0.12536693798731732
Chapter,designed,Chapter_designed,0.12536693798731732
Chapter,existing,Chapter_existing,0.1375436045558623
Chapter,USGBC,Chapter_USGBC,0.09349477497536716
Chapter,rating,Chapter_rating,0.3041257418754935
Chapter,market,Chapter_market,0.45026814465562653
Chapter,based,Chapter_based,0.20613696606828605
Chapter,Design,Chapter_Design,0.0845798608014702
Chapter,Environmental,Chapter_Environmental,0.26958901030135
Chapter,Energy,Chapter_Energy,0.26335620086205663
Chapter,TM,Chapter_TM,0.161713780662529
Chapter,LEED,Chapter_LEED,0.19785318493980444
Chapter,achieve,Chapter_achieve,0.4795818201875527
Chapter,value,Chapter_value,0.20613696606828605
Chapter,maintenance,Chapter_maintenance,0.3380947039048886
Chapter,facility,Chapter_facility,0.22150013430590973
Chapter,program,Chapter_program,0.3508107841126614
Chapter,analysis,Chapter_analysis,0.12536693798731732
Chapter,Life,Chapter_Life,0.10599213135093251
Chapter,management,Chapter_management,0.2926451315655181
Chapter,indoor,Chapter_indoor,0.07244081925041987
Chapter,water,Chapter_water,0.5193879933129156
Chapter,use,Chapter_use,0.12536693798731732
Chapter,following,Chapter_following,0.0
Chapter,encompasses,Chapter_encompasses,0.28640827742600267
Chapter,project,Chapter_project,0.5586177528223194
Chapter,looks,Chapter_looks,0.0
Chapter,built,Chapter_built,0.09349477497536716
Chapter,operation,Chapter_operation,0.40711465268091374
Chapter,quality,Chapter_quality,0.16839750037215276
Chapter,promote,Chapter_promote,0.3408242166238352
Chapter,materials,Chapter_materials,0.4111217451482082
Chapter,means,Chapter_means,0.20613696606828605
Chapter,Sustainable,Chapter_Sustainable,0.24844640021645958
Chapter,buildings,Chapter_buildings,0.0
Chapter,owned,Chapter_owned,0.09349477497536716
Chapter,managing,Chapter_managing,0.1144676006896003
Chapter,constructing,Chapter_constructing,0.2926451315655181
Chapter,developing,Chapter_developing,0.20062255882228103
Chapter,designing,Chapter_designing,0.052109535570466194
Chapter,planning,Chapter_planning,0.11446760068960028
Chapter,financing,Chapter_financing,0.10318898533313867
Chapter,responsible,Chapter_responsible,0.24844640021645958
Chapter,contractors,Chapter_contractors,0.4456874134332994
Chapter,offices,Chapter_offices,0.14587439082056453
Chapter,departments,Chapter_departments,0.5381758896786939
Chapter,17,Chapter_17,0.0
Chapter,community,Chapter_community,0.13049436152984825
Chapter,resources,Chapter_resources,0.3316320548373498
Chapter,goals,Chapter_goals,0.09349477497536716
Chapter,social,Chapter_social,0.18443191662261307
Chapter,economic,Chapter_economic,0.20062255882228103
Chapter,Reserved,Chapter_Reserved,0.33349816528487175
Chapter,Secs,Chapter_Secs,0.18443191662261307
Chapter,7-26-17,Chapter_7-26-17,0.0
Chapter,-42(17-O-1218,Chapter_-42(17-O-1218,0.0
Chapter,2017,Chapter_2017,0.0
Chapter,12-9-03,Chapter_12-9-03,0.0
Chapter,energy,Chapter_energy,0.26335620086205663
Chapter,stormwater,Chapter_stormwater,0.45011300181617464
Chapter,include,Chapter_include,0.16839750037215276
Chapter,environmental,Chapter_environmental,0.26958901030135
Chapter,basis,Chapter_basis,0.07780894359285004
Chapter,addition,Chapter_addition,0.12442854619985261
Chapter,b),Chapter_b),0.0
Chapter,costs,Chapter_costs,0.16839750037215276
Chapter,reduced,Chapter_reduced,0.3040469774789608
Chapter,performance,Chapter_performance,0.5381758896786937
Chapter,cycle,Chapter_cycle,0.29096881261556007
Chapter,life,Chapter_life,0.10599213135093251
Chapter,taxpayers,Chapter_taxpayers,0.5374158537043676
Chapter,savings,Chapter_savings,0.06804963087832473
Chapter,cost,Chapter_cost,0.23790309463326234
Chapter,yield,Chapter_yield,0.09349477497536716
Chapter,policy,Chapter_policy,0.18443191662261307
Chapter,development,Chapter_development,0.31678765270886733
Chapter,guidance,Chapter_guidance,0.2532094495161745
Chapter,provide,Chapter_provide,0.27519581217502304
Chapter,19,Chapter_19,0.0
Chapter,section,Chapter_section,0.27519581217502304
Chapter,minimum,Chapter_minimum,0.0
Chapter,possible,Chapter_possible,0.1375436045558623
Chapter,extent,Chapter_extent,0.33575059394253404
Chapter,projects,Chapter_projects,0.5056055588739692
Chapter,funded,Chapter_funded,0.07244081925041987
Chapter,facilities,Chapter_facilities,0.24121360667506989
Chapter,city,Chapter_city,0.23790309463326234
Chapter,operations,Chapter_operations,0.38516610068048596
Chapter,construction,Chapter_construction,0.2731860505181836
Chapter,design,Chapter_design,0.0845798608014702
Chapter,practices,Chapter_practices,0.6887753976699387
Chapter,building,Chapter_building,0.0
Chapter,sustainable,Chapter_sustainable,0.24844640021645958
Chapter,green,Chapter_green,0.29096881261556007
Chapter,shall,Chapter_shall,0.16839750037215276
Chapter,Atlanta,Chapter_Atlanta,0.35239477858021995
Chapter,City,Chapter_City,0.23790309463326234
Chapter,a),Chapter_a),0.161713780662529
Chapter,Policy,Chapter_Policy,0.18443191662261307
Chapter,Sec,Chapter_Sec,0.2910691023819054
Chapter,27,Chapter_27,0.0
Chapter,subject,Chapter_subject,0.27519581217502304
Chapter,set,Chapter_set,0.2910691023819054
Chapter,9,Chapter_9,0.0
Chapter,approved,Chapter_approved,0.44141890396079014
Chapter,Exh,Chapter_Exh,0.2910691023819054
Chapter,2,Chapter_2,0.0
Chapter,§,Chapter_§,0.0
Chapter,108,Chapter_108,0.0
Chapter,2003,Chapter_2003,0.0
Chapter,Ord,Chapter_Ord,0.12536693798731732
Chapter,'s,Chapter_'s,0.0
Chapter,---,Chapter_---,0.0
Chapter,1,Chapter_1,0.0
Chapter,75,Chapter_75,0.0
75,regulations,75_regulations,0.0
75,administrative,75_administrative,0.0
75,compostable,75_compostable,0.0
75,contained,75_contained,0.0
75,prohibition,75_prohibition,0.0
75,flexible,75_flexible,0.0
75,straws,75_straws,0.0
75,plastic,75_plastic,0.0
75,pursuant,75_pursuant,0.0
75,public,75_public,0.0
75,serviceware,75_serviceware,0.0
75,single,75_single,0.0
75,non-compostable,75_non-compostable,0.0
75,ETS,75_ETS,0.0
75,air,75_air,0.0
75,occupants,75_occupants,0.0
75,respective,75_respective,0.0
75,Establish,75_Establish,0.0
75,Minimum,75_Minimum,0.0
75,systems,75_systems,0.0
75,prerequisites,75_prerequisites,0.0
75,apply,75_apply,0.0
75,exempt,75_exempt,0.0
75,maximum,75_maximum,0.0
75,Guidelines,75_Guidelines,0.0
75,-14(17-O-1157,75_-14(17-O-1157,0.273158117006086
75,infrastructure,75_infrastructure,0.0
75,ensure,75_ensure,0.0
75,consistent,75_consistent,0.0
75,review,75_review,0.0
75,guidelines,75_guidelines,0.0
75,requirement,75_requirement,0.0
75,procurement,75_procurement,0.0
75,RFP,75_RFP,0.0
75,proposal,75_proposal,0.0
75,6,75_6,0.0
75,sponsoring,75_sponsoring,0.0
75,department,75_department,0.0
75,process,75_process,0.0
75,CIP,75_CIP,0.0
75,CDP,75_CDP,0.0
75,training,75_training,0.0
75,available,75_available,0.0
75,office,75_office,0.0
75,managed,75_managed,0.0
75,renovating,75_renovating,0.0
75,(s,75_(s,0.0
75,designee,75_designee,0.0
75,commissioners,75_commissioners,0.0
75,responsibilities,75_responsibilities,0.0
75,3,75_3,0.0
75,Maintenance,75_Maintenance,0.0
75,Buildings,75_Buildings,0.0
75,Existing,75_Existing,0.0
75,Ordinances,75_Ordinances,0.0
75,III,75_III,0.0
75,Code,75_Code,0.0
75,Development,75_Development,0.0
75,Land,75_Land,0.0
75,J,75_J,0.0
75,Article,75_Article,0.0
75,8,75_8,0.0
75,requirements,75_requirements,0.0
75,commissioning,75_commissioning,0.0
75,comply,75_comply,0.0
75,(d),75_(d),0.0
75,Certification,75_Certification,0.0
75,Silver,75_Silver,0.0
75,required,75_required,0.0
75,teams,75_teams,0.0
75,article,75_article,0.0
75,c),75_c),0.0
75,standards,75_standards,0.0
75,space,75_space,0.0
75,occupied,75_occupied,0.0
75,feet,75_feet,0.0
75,gross,75_gross,0.0
75,"5,000","75_5,000",0.1272589870097525
75,square,75_square,0.0
75,(a),75_(a),0.0
75,property,75_property,0.0
75,improvement,75_improvement,0.0
75,repair,75_repair,0.0
75,commercial,75_commercial,0.0
75,new,75_new,0.0
75,designed,75_designed,0.0
75,existing,75_existing,0.0
75,USGBC,75_USGBC,0.0
75,rating,75_rating,0.0
75,market,75_market,0.0
75,based,75_based,0.0
75,Design,75_Design,0.0
75,Environmental,75_Environmental,0.0
75,Energy,75_Energy,0.0
75,TM,75_TM,0.0
75,LEED,75_LEED,0.0
75,achieve,75_achieve,0.0
75,value,75_value,0.0
75,maintenance,75_maintenance,0.0
75,facility,75_facility,0.0
75,program,75_program,0.0
75,analysis,75_analysis,0.0
75,Life,75_Life,0.0
75,management,75_management,0.0
75,indoor,75_indoor,0.0
75,water,75_water,0.0
75,use,75_use,0.0
75,following,75_following,0.0
75,encompasses,75_encompasses,0.0
75,project,75_project,0.0
75,looks,75_looks,0.0
75,built,75_built,0.0
75,operation,75_operation,0.0
75,quality,75_quality,0.0
75,promote,75_promote,0.0
75,materials,75_materials,0.0
75,means,75_means,0.0
75,Sustainable,75_Sustainable,0.0
75,buildings,75_buildings,0.0
75,owned,75_owned,0.0
75,managing,75_managing,0.0
75,constructing,75_constructing,0.0
75,developing,75_developing,0.0
75,designing,75_designing,0.0
75,planning,75_planning,0.0
75,financing,75_financing,0.0
75,responsible,75_responsible,0.0
75,contractors,75_contractors,0.0
75,offices,75_offices,0.0
75,departments,75_departments,0.0
75,17,75_17,0.33609692727625756
75,community,75_community,0.0
75,resources,75_resources,0.0
75,goals,75_goals,0.0
75,social,75_social,0.0
75,economic,75_economic,0.0
75,Reserved,75_Reserved,0.0
75,Secs,75_Secs,0.0
75,7-26-17,75_7-26-17,0.27461178643580664
75,-42(17-O-1218,75_-42(17-O-1218,0.08011947727590159
75,2017,75_2017,0.22028815056182974
75,12-9-03,75_12-9-03,0.0
75,energy,75_energy,0.0
75,stormwater,75_stormwater,0.0
75,include,75_include,0.0
75,environmental,75_environmental,0.0
75,basis,75_basis,0.0
75,addition,75_addition,0.0
75,b),75_b),0.0
75,costs,75_costs,0.0
75,reduced,75_reduced,0.0
75,performance,75_performance,0.0
75,cycle,75_cycle,0.0
75,life,75_life,0.0
75,taxpayers,75_taxpayers,0.0
75,savings,75_savings,0.0
75,cost,75_cost,0.0
75,yield,75_yield,0.0
75,policy,75_policy,0.0
75,development,75_development,0.0
75,guidance,75_guidance,0.0
75,provide,75_provide,0.0
75,19,75_19,0.0
75,section,75_section,0.0
75,minimum,75_minimum,0.0
75,possible,75_possible,0.0
75,extent,75_extent,0.0
75,projects,75_projects,0.0
75,funded,75_funded,0.0
75,facilities,75_facilities,0.0
75,city,75_city,0.0
75,operations,75_operations,0.0
75,construction,75_construction,0.0
75,design,75_design,0.0
75,practices,75_practices,0.0
75,building,75_building,0.0
75,sustainable,75_sustainable,0.0
75,green,75_green,0.0
75,shall,75_shall,0.0
75,Atlanta,75_Atlanta,0.0
75,City,75_City,0.0
75,a),75_a),0.0
75,Policy,75_Policy,0.0
75,Sec,75_Sec,0.0
75,27,75_27,0.33609692727625756
75,subject,75_subject,0.0
75,set,75_set,0.0
75,9,75_9,0.0
75,approved,75_approved,0.0
75,Exh,75_Exh,0.0
75,2,75_2,0.0
75,§,75_§,0.0
75,108,75_108,0.0
75,2003,75_2003,0.0
75,Ord,75_Ord,0.0
75,'s,75_'s,0.0
75,---,75_---,0.0
75,1,75_1,0.0
1,regulations,1_regulations,0.0
1,administrative,1_administrative,0.0
1,compostable,1_compostable,0.0
1,contained,1_contained,0.0
1,prohibition,1_prohibition,0.0
1,flexible,1_flexible,0.0
1,straws,1_straws,0.0
1,plastic,1_plastic,0.0
1,pursuant,1_pursuant,0.0
1,public,1_public,0.0
1,serviceware,1_serviceware,0.0
1,single,1_single,0.0
1,non-compostable,1_non-compostable,0.0
1,ETS,1_ETS,0.0
1,air,1_air,0.0
1,occupants,1_occupants,0.0
1,respective,1_respective,0.0
1,Establish,1_Establish,0.0
1,Minimum,1_Minimum,0.0
1,systems,1_systems,0.0
1,prerequisites,1_prerequisites,0.0
1,apply,1_apply,0.0
1,exempt,1_exempt,0.0
1,maximum,1_maximum,0.0
1,Guidelines,1_Guidelines,0.0
1,-14(17-O-1157,1_-14(17-O-1157,0.5680726713888613
1,infrastructure,1_infrastructure,0.0
1,ensure,1_ensure,0.0
1,consistent,1_consistent,0.0
1,review,1_review,0.0
1,guidelines,1_guidelines,0.0
1,requirement,1_requirement,0.0
1,procurement,1_procurement,0.0
1,RFP,1_RFP,0.0
1,proposal,1_proposal,0.0
1,6,1_6,0.0
1,sponsoring,1_sponsoring,0.0
1,department,1_department,0.0
1,process,1_process,0.0
1,CIP,1_CIP,0.0
1,CDP,1_CDP,0.0
1,training,1_training,0.0
1,available,1_available,0.0
1,office,1_office,0.0
1,managed,1_managed,0.0
1,renovating,1_renovating,0.0
1,(s,1_(s,0.0
1,designee,1_designee,0.0
1,commissioners,1_commissioners,0.0
1,responsibilities,1_responsibilities,0.0
1,3,1_3,0.0
1,Maintenance,1_Maintenance,0.0
1,Buildings,1_Buildings,0.0
1,Existing,1_Existing,0.0
1,Ordinances,1_Ordinances,0.0
1,III,1_III,0.0
1,Code,1_Code,0.0
1,Development,1_Development,0.0
1,Land,1_Land,0.0
1,J,1_J,0.0
1,Article,1_Article,0.0
1,8,1_8,0.0
1,requirements,1_requirements,0.0
1,commissioning,1_commissioning,0.0
1,comply,1_comply,0.0
1,(d),1_(d),0.0
1,Certification,1_Certification,0.0
1,Silver,1_Silver,0.0
1,required,1_required,0.0
1,teams,1_teams,0.0
1,article,1_article,0.0
1,c),1_c),0.0
1,standards,1_standards,0.0
1,space,1_space,0.0
1,occupied,1_occupied,0.0
1,feet,1_feet,0.0
1,gross,1_gross,0.0
1,"5,000","1_5,000",0.0
1,square,1_square,0.0
1,(a),1_(a),0.0
1,property,1_property,0.0
1,improvement,1_improvement,0.0
1,repair,1_repair,0.0
1,commercial,1_commercial,0.0
1,new,1_new,0.0
1,designed,1_designed,0.0
1,existing,1_existing,0.0
1,USGBC,1_USGBC,0.0
1,rating,1_rating,0.0
1,market,1_market,0.0
1,based,1_based,0.0
1,Design,1_Design,0.0
1,Environmental,1_Environmental,0.0
1,Energy,1_Energy,0.0
1,TM,1_TM,0.0
1,LEED,1_LEED,0.0
1,achieve,1_achieve,0.0
1,value,1_value,0.0
1,maintenance,1_maintenance,0.0
1,facility,1_facility,0.0
1,program,1_program,0.0
1,analysis,1_analysis,0.0
1,Life,1_Life,0.0
1,management,1_management,0.0
1,indoor,1_indoor,0.0
1,water,1_water,0.0
1,use,1_use,0.0
1,following,1_following,0.0
1,encompasses,1_encompasses,0.0
1,project,1_project,0.0
1,looks,1_looks,0.0
1,built,1_built,0.0
1,operation,1_operation,0.0
1,quality,1_quality,0.0
1,promote,1_promote,0.0
1,materials,1_materials,0.0
1,means,1_means,0.0
1,Sustainable,1_Sustainable,0.0
1,buildings,1_buildings,0.0
1,owned,1_owned,0.0
1,managing,1_managing,0.0
1,constructing,1_constructing,0.0
1,developing,1_developing,0.0
1,designing,1_designing,0.0
1,planning,1_planning,0.0
1,financing,1_financing,0.0
1,responsible,1_responsible,0.0
1,contractors,1_contractors,0.0
1,offices,1_offices,0.0
1,departments,1_departments,0.0
1,17,1_17,0.5797386715376658
1,community,1_community,0.0
1,resources,1_resources,0.0
1,goals,1_goals,0.0
1,social,1_social,0.0
1,economic,1_economic,0.0
1,Reserved,1_Reserved,0.0
1,Secs,1_Secs,0.0
1,7-26-17,1_7-26-17,0.21951095080860836
1,-42(17-O-1218,1_-42(17-O-1218,0.4494364165239821
1,2017,1_2017,0.3799783615910079
1,12-9-03,1_12-9-03,0.24395572500006343
1,energy,1_energy,0.0
1,stormwater,1_stormwater,0.0
1,include,1_include,0.0
1,environmental,1_environmental,0.0
1,basis,1_basis,0.0
1,addition,1_addition,0.0
1,b),1_b),0.0
1,costs,1_costs,0.0
1,reduced,1_reduced,0.0
1,performance,1_performance,0.0
1,cycle,1_cycle,0.0
1,life,1_life,0.0
1,taxpayers,1_taxpayers,0.0
1,savings,1_savings,0.0
1,cost,1_cost,0.0
1,yield,1_yield,0.0
1,policy,1_policy,0.0
1,development,1_development,0.0
1,guidance,1_guidance,0.0
1,provide,1_provide,0.0
1,19,1_19,0.5797386715376658
1,section,1_section,0.0
1,minimum,1_minimum,0.0
1,possible,1_possible,0.0
1,extent,1_extent,0.0
1,projects,1_projects,0.0
1,funded,1_funded,0.0
1,facilities,1_facilities,0.0
1,city,1_city,0.0
1,operations,1_operations,0.0
1,construction,1_construction,0.0
1,design,1_design,0.0
1,practices,1_practices,0.0
1,building,1_building,0.0
1,sustainable,1_sustainable,0.0
1,green,1_green,0.0
1,shall,1_shall,0.0
1,Atlanta,1_Atlanta,0.0
1,City,1_City,0.0
1,a),1_a),0.0
1,Policy,1_Policy,0.0
1,Sec,1_Sec,0.0
1,27,1_27,0.0
1,subject,1_subject,0.0
1,set,1_set,0.0
1,9,1_9,0.0
1,approved,1_approved,0.0
1,Exh,1_Exh,0.0
1,2,1_2,0.0
1,§,1_§,0.0
1,108,1_108,0.44943641652398214
1,2003,1_2003,0.0
1,Ord,1_Ord,0.0
1,'s,1_'s,0.0
1,---,1_---,0.0
---,regulations,---_regulations,0.0
---,administrative,---_administrative,0.0
---,compostable,---_compostable,0.0
---,contained,---_contained,0.0
---,prohibition,---_prohibition,0.0
---,flexible,---_flexible,0.0
---,straws,---_straws,0.0
---,plastic,---_plastic,0.0
---,pursuant,---_pursuant,0.0
---,public,---_public,0.0
---,serviceware,---_serviceware,0.0
---,single,---_single,0.0
---,non-compostable,---_non-compostable,0.14997829789540718
---,ETS,---_ETS,0.0
---,air,---_air,0.0
---,occupants,---_occupants,0.0
---,respective,---_respective,0.0
---,Establish,---_Establish,0.0
---,Minimum,---_Minimum,0.0
---,systems,---_systems,0.0
---,prerequisites,---_prerequisites,0.0
---,apply,---_apply,0.0
---,exempt,---_exempt,0.0
---,maximum,---_maximum,0.0
---,Guidelines,---_Guidelines,0.0
---,-14(17-O-1157,---_-14(17-O-1157,0.3994395017823608
---,infrastructure,---_infrastructure,0.0
---,ensure,---_ensure,0.0
---,consistent,---_consistent,0.0
---,review,---_review,0.0
---,guidelines,---_guidelines,0.0
---,requirement,---_requirement,0.0
---,procurement,---_procurement,0.0
---,RFP,---_RFP,0.0
---,proposal,---_proposal,0.0
---,6,---_6,0.0
---,sponsoring,---_sponsoring,0.0
---,department,---_department,0.0
---,process,---_process,0.0
---,CIP,---_CIP,0.0
---,CDP,---_CDP,0.0
---,training,---_training,0.0
---,available,---_available,0.0
---,office,---_office,0.0
---,managed,---_managed,0.0
---,renovating,---_renovating,0.0
---,(s,---_(s,0.0
---,designee,---_designee,0.0
---,commissioners,---_commissioners,0.0
---,responsibilities,---_responsibilities,0.0
---,3,---_3,0.0
---,Maintenance,---_Maintenance,0.0
---,Buildings,---_Buildings,0.0
---,Existing,---_Existing,0.0
---,Ordinances,---_Ordinances,0.0
---,III,---_III,0.0
---,Code,---_Code,0.0
---,Development,---_Development,0.0
---,Land,---_Land,0.0
---,J,---_J,0.0
---,Article,---_Article,0.0
---,8,---_8,0.0
---,requirements,---_requirements,0.0
---,commissioning,---_commissioning,0.0
---,comply,---_comply,0.0
---,(d),---_(d),0.0
---,Certification,---_Certification,0.0
---,Silver,---_Silver,0.0
---,required,---_required,0.0
---,teams,---_teams,0.0
---,article,---_article,0.0
---,c),---_c),0.0
---,standards,---_standards,0.0
---,space,---_space,0.0
---,occupied,---_occupied,0.0
---,feet,---_feet,0.0
---,gross,---_gross,0.0
---,"5,000","---_5,000",0.0
---,square,---_square,0.0
---,(a),---_(a),0.0
---,property,---_property,0.0
---,improvement,---_improvement,0.0
---,repair,---_repair,0.0
---,commercial,---_commercial,0.0
---,new,---_new,0.0
---,designed,---_designed,0.0
---,existing,---_existing,0.0
---,USGBC,---_USGBC,0.0
---,rating,---_rating,0.0
---,market,---_market,0.0
---,based,---_based,0.0
---,Design,---_Design,0.0
---,Environmental,---_Environmental,0.0
---,Energy,---_Energy,0.0
---,TM,---_TM,0.0
---,LEED,---_LEED,0.0
---,achieve,---_achieve,0.0
---,value,---_value,0.0
---,maintenance,---_maintenance,0.0
---,facility,---_facility,0.0
---,program,---_program,0.0
---,analysis,---_analysis,0.0
---,Life,---_Life,0.0
---,management,---_management,0.0
---,indoor,---_indoor,0.0
---,water,---_water,0.0
---,use,---_use,0.0
---,following,---_following,0.0
---,encompasses,---_encompasses,0.0
---,project,---_project,0.0
---,looks,---_looks,0.0
---,built,---_built,0.0
---,operation,---_operation,0.0
---,quality,---_quality,0.0
---,promote,---_promote,0.0
---,materials,---_materials,0.0
---,means,---_means,0.0
---,Sustainable,---_Sustainable,0.0
---,buildings,---_buildings,0.0
---,owned,---_owned,0.0
---,managing,---_managing,0.0
---,constructing,---_constructing,0.0
---,developing,---_developing,0.0
---,designing,---_designing,0.0
---,planning,---_planning,0.0
---,financing,---_financing,0.0
---,responsible,---_responsible,0.0
---,contractors,---_contractors,0.0
---,offices,---_offices,0.0
---,departments,---_departments,0.0
---,17,---_17,0.0
---,community,---_community,0.0
---,resources,---_resources,0.0
---,goals,---_goals,0.0
---,social,---_social,0.0
---,economic,---_economic,0.0
---,Reserved,---_Reserved,0.0
---,Secs,---_Secs,0.0
---,7-26-17,---_7-26-17,0.4736820224661605
---,-42(17-O-1218,---_-42(17-O-1218,0.4494364165239821
---,2017,---_2017,0.0
---,12-9-03,---_12-9-03,0.5368927118515179
---,energy,---_energy,0.0
---,stormwater,---_stormwater,0.0
---,include,---_include,0.0
---,environmental,---_environmental,0.0
---,basis,---_basis,0.0
---,addition,---_addition,0.0
---,b),---_b),0.0
---,costs,---_costs,0.0
---,reduced,---_reduced,0.0
---,performance,---_performance,0.0
---,cycle,---_cycle,0.0
---,life,---_life,0.0
---,taxpayers,---_taxpayers,0.0
---,savings,---_savings,0.0
---,cost,---_cost,0.0
---,yield,---_yield,0.0
---,policy,---_policy,0.0
---,development,---_development,0.0
---,guidance,---_guidance,0.0
---,provide,---_provide,0.0
---,19,---_19,0.0
---,section,---_section,0.0
---,minimum,---_minimum,0.0
---,possible,---_possible,0.0
---,extent,---_extent,0.0
---,projects,---_projects,0.0
---,funded,---_funded,0.0
---,facilities,---_facilities,0.0
---,city,---_city,0.0
---,operations,---_operations,0.0
---,construction,---_construction,0.0
---,design,---_design,0.0
---,practices,---_practices,0.0
---,building,---_building,0.0
---,sustainable,---_sustainable,0.0
---,green,---_green,0.0
---,shall,---_shall,0.0
---,Atlanta,---_Atlanta,0.0
---,City,---_City,0.0
---,a),---_a),0.0
---,Policy,---_Policy,0.0
---,Sec,---_Sec,0.0
---,27,---_27,0.0
---,subject,---_subject,0.0
---,set,---_set,0.0
---,9,---_9,0.0
---,approved,---_approved,0.0
---,Exh,---_Exh,0.0
---,2,---_2,0.0
---,§,---_§,0.0
---,108,---_108,0.0
---,2003,---_2003,0.0
---,Ord,---_Ord,0.0
---,'s,---_'s,0.0
's,regulations,'s_regulations,0.1272589870097525
's,administrative,'s_administrative,0.08507864861689526
's,compostable,'s_compostable,0.1166403339440507
's,contained,'s_contained,0.0
's,prohibition,'s_prohibition,0.0
's,flexible,'s_flexible,0.0
's,straws,'s_straws,0.33609692727625756
's,plastic,'s_plastic,0.161713780662529
